-2.5, -2.5, 0.0
-2.0, -3.0, 0.0
-1.5, -3.5, 0.0
-1.0, -4.0, 0.0
-0.5, -4.5, 0.0
0.0, -5.0, 0.0
0.5, -5.5, 0.0
1.0, -6.0, 0.0
1.5, -6.5, 0.0
2.0, -7.0, 0.0
2.5, -6.5, 0.0
3.0, -6.0, 0.0
3.5, -5.5, 0.0
4.0, -5.0, 0.0
4.5, -4.5, 0.0
5.0, -4.0, 0.0
5.5, -3.5, 0.0
6.0, -3.0, 0.0
6.5, -2.5, 0.0
7.0, -2.0, 0.0
7.5, -1.5, 0.0
8.0, -1.0, 0.0
8.5, -0.5, 0.0
9.0, 0.0, 0.0
8.5, 0.5, 0.0
8.0, 1.0, 0.0
7.5, 1.5, 0.0
7.0, 2.0, 0.0
6.5, 2.5, 0.0
6.0, 3.0, 0.0
5.5, 3.5, 0.0
5.0, 4.0, 0.0
4.5, 4.5, 0.0
4.0, 5.0, 0.0
3.5, 5.5, 0.0
3.0, 6.0, 0.0
2.5, 6.5, 0.0
2.0, 7.0, 0.0
1.5, 7.5, 0.0
1.0, 8.0, 0.0
0.5, 8.5, 0.0
0.0, 9.0, 0.0
-0.5, 8.5, 0.0
-1.0, 8.0, 0.0
-1.5, 7.5, 0.0
-2.0, 7.0, 0.0
-2.5, 6.5, 0.0
-3.0, 6.0, 0.0
-3.5, 5.5, 0.0
-4.0, 5.0, 0.0
-4.5, 4.5, 0.0
-5.0, 4.0, 0.0
-5.5, 3.5, 0.0
-6.0, 3.0, 0.0
-6.5, 2.5, 0.0
-7.0, 2.0, 0.0
-7.5, 1.5, 0.0
-8.0, 1.0, 0.0
-8.5, 0.5, 0.0
-9.0, 0.0, 0.0
-8.5, -0.5, 0.0
-8.0, -1.0, 0.0
-7.5, -1.5, 0.0
-7.0, -2.0, 0.0
-6.5, -2.5, 0.0
-6.0, -3.0, 0.0
-5.5, -3.5, 0.0
-5.0, -4.0, 0.0
-4.5, -4.5, 0.0
-4.0, -5.0, 0.0
-3.5, -5.5, 0.0
-3.0, -6.0, 0.0
-2.5, -6.5, 0.0
-2.0, -7.0, 0.0
-1.5, -7.5, 0.0
-1.0, -8.0, 0.0
-0.5, -8.5, 0.0
0.0, -9.0, 0.0
0.5, -8.5, 0.0
1.0, -8.0, 0.0
1.5, -7.5, 0.0
2.0, -7.0, 0.0
2.5, -6.5, 0.0
3.0, -6.0, 0.0
3.5, -5.5, 0.0
4.0, -5.0, 0.0
4.5, -4.5, 0.0
5.0, -4.0, 0.0
5.5, -3.5, 0.0
6.0, -3.0, 0.0
6.5, -2.5, 0.0
7.0, -2.0, 0.0
7.5, -1.5, 0.0
8.0, -1.0, 0.0
8.5, -0.5, 0.0
9.0, 0.0, 0.0
8.0, 0.0, 0.0
7.0, 0.0, 0.0
6.0, 0.0, 0.0
5.0, 0.0, 0.0
4.0, 0.0, 0.0
3.0, 0.0, 0.0
2.0, 0.0, 0.0
1.0, 0.0, 0.0
0.0, 0.0, 0.0
0.0, 1.0, 0.0
0.0, 2.0, 0.0
0.0, 3.0, 0.0
0.0, 4.0, 0.0
0.0, 5.0, 0.0
0.0, 6.0, 0.0
0.0, 7.0, 0.0
0.0, 8.0, 0.0
0.0, 9.0, 0.0
1.0, 9.0, 0.0
2.0, 9.0, 0.0
3.0, 9.0, 0.0
4.0, 9.0, 0.0
5.0, 9.0, 0.0
6.0, 9.0, 0.0
7.0, 9.0, 0.0
8.0, 9.0, 0.0
9.0, 9.0, 0.0
9.0, 8.0, 0.0
9.0, 7.0, 0.0
9.0, 6.0, 0.0
9.0, 5.0, 0.0
9.0, 4.0, 0.0
9.0, 3.0, 0.0
9.0, 2.0, 0.0
9.0, 1.0, 0.0
9.0, 0.0, 0.0
9.0, -1.0, 0.0
9.0, -2.0, 0.0
9.0, -3.0, 0.0
9.0, -4.0, 0.0
9.0, -5.0, 0.0
9.0, -6.0, 0.0
9.0, -7.0, 0.0
9.0, -8.0, 0.0
9.0, -9.0, 0.0
8.0, -9.0, 0.0
7.0, -9.0, 0.0
6.0, -9.0, 0.0
5.0, -9.0, 0.0
4.0, -9.0, 0.0
3.0, -9.0, 0.0
2.0, -9.0, 0.0
1.0, -9.0, 0.0
0.0, -9.0, 0.0
-1.0, -9.0, 0.0
-2.0, -9.0, 0.0
-3.0, -9.0, 0.0
-4.0, -9.0, 0.0
-5.0, -9.0, 0.0
-6.0, -9.0, 0.0
-7.0, -9.0, 0.0
-8.0, -9.0, 0.0
-9.0, -9.0, 0.0
-9.0, -8.0, 0.0
-9.0, -7.0, 0.0
-9.0, -6.0, 0.0
-9.0, -5.0, 0.0
-9.0, -4.0, 0.0
-9.0, -3.0, 0.0
-9.0, -2.0, 0.0
-9.0, -1.0, 0.0
-9.0, 0.0, 0.0
-9.0, 1.0, 0.0
-9.0, 2.0, 0.0
-9.0, 3.0, 0.0
-9.0, 4.0, 0.0
-9.0, 5.0, 0.0
-9.0, 6.0, 0.0
-9.0, 7.0, 0.0
-9.0, 8.0, 0.0
-9.0, 9.0, 0.0
-8.0, 9.0, 0.0
-7.0, 9.0, 0.0
-6.0, 9.0, 0.0
-5.0, 9.0, 0.0
-4.0, 9.0, 0.0
-3.0, 9.0, 0.0
-2.0, 9.0, 0.0
-1.0, 9.0, 0.0
0.0, 9.0, 0.0
0.0, 8.0, 0.0
0.0, 7.0, 0.0
0.0, 6.0, 0.0
0.0, 5.0, 0.0
0.0, 4.0, 0.0
0.0, 3.0, 0.0
0.0, 2.0, 0.0
0.0, 1.0, 0.0
0.0, 0.0, 0.0
